text,label,dialect,type
اسمح لي ان لم تكن ذو شهادات فلا عمل لك عند الغرب و عند العرب لا عمل لك سواء بها او بدونها,1,dialectal,negative
جابك الله لي من بياض الفال والحظ الكبير واستبشرت بك ضلوع صدري وفزت لك,0,standard,positive
الحمد لله بخير تشكراتي,0,standard,positive
ليت لي في ضمته حظ و نصيب,0,standard,positive
سوريا تعرضت لمؤامرة والامر المحزن ان ولاد سوريا انزلقو في المؤامرة,0,standard,negative
صباح الخير يا وجوه الخير,0,standard,positive
الريال عظيم في الشوط الأول كالعادة,0,standard,positive
فعلا كتاب رائع سبق لي قراءته مرات فيه كمية طمئنينة هائلة أحببته,0,standard,positive
وايلي نتوما ممحتاجينش الفرص باش تجيو,1,dialectal,neutral
كما يقولو ما ديرش ما تخافش الله يحد البأس,1,dialectal,positive
هذا جواب,0,standard,neutral
البركة فراسك الله يرحمها ووسع عليها,1,dialectal,positive
اسعد الله يومكم بكل خير,0,standard,positive
لك نفس الشى و اكثر بارك الله,0,standard,positive
السلام عفاكم هاد السيد تلاقيتو فالدارالبيضاء كيمشي على يديه مشلول من رجليه جا عندي هضرت معاه قالي محتاج كرسي متحرك قلت ليه غادي ندير صورة ونشرها ويقدرو يعاونوك الناس لي بغا يعاونو يراسلني,1,dialectal,neutral
يعذره قلبي قبل ينطق معاذيره,0,standard,positive
الف مبروك الرجاء البيضاوي,0,standard,positive
كأس آسيا فرصة العرب الأخيرة في البطولة,0,standard,neutral
بوتفليقة يعلن ترشحه رسميا لعهدة رئاسية خامسة,0,standard,neutral
انت مرتزق وممول,0,standard,negative
ماتبقاوش تسولوني بزاف اسئلة ما عندها معنى,1,dialectal,negative
من لم يصنع السعادة لنفسه لن يمنحها له الاخرون,0,standard,neutral
الغائب المهمل يحل محله الحاضر المهتم,0,standard,mixed
ماعرفتش جاتني زوينة من الوحدات للعشرات,1,dialectal,positive
لا زين لا مجي بكري,0,standard,negative
تماما خويا,0,standard,positive
حزن عظيم مسني,0,standard,negative
جمعة مباركة,0,standard,positive
في وقتنا حب المصلحة غالب لا أقول الكل و لكن الناس طوب و حجر,1,dialectal,negative
اللهم اجعلنا من السبعين ألف الذين يدخلون الجنة بلا حساب و لا عقاب,0,standard,positive
توقعاتكم لمباراة فرنسا و الارجنتين,0,standard,neutral
مادام دارو معاك هادشي إلا وحتى نتوما الله يعمرها دار,1,dialectal,positive
يارب بقدر صفاء نيتي تجاه كل شخص سكن قلبي احفظ لي من يريد قربي بصدق و ابعد عني من يبتسم أمامي و يطعن بي من خلف,0,standard,positive
بشرك الله بالخير,0,standard,positive
شكرا لك سيدي أتشرف بمتابعتك لي,0,standard,positive
العسل و الليمون الحامض شفاء لكل الأمراض,0,standard,neutral
عيدكم مبارك وكل عام وأنتم بخير,0,standard,positive
مبروك للرجاء البيضاوي في انتظار جلب الكأس من قلب افريقيا,0,standard,positive
عاصمة الانوار,0,standard,positive
لازم يحكم عليهم بالسجن,0,standard,negative
الحياة صعبة بدون كرة القدم,0,standard,positive
لاشهادة لفاسق ظالم,0,standard,negative
بالفعل أخلاق ديننا قبل اخلاقهم لكننا تعودنا على التقليد الاعمى للغرب نقلدهم في كل شيء لعل و عسى نقلدهم في اخلاقهم,0,standard,mixed
كلها و البلية ديالو احبيبة غير الله يعفو علينا,1,dialectal,positive
العنف والقتل مرفوض بالكامل,0,standard,negative
الى كنتي مغربية آلله يقطع لجد بوك الشقف,1,dialectal,negative
واش كاين غير هاد المعلق فالمغرب بربي حتى كايدير القوق,1,dialectal,negative
مايشبهك غيرك ولا غيرك جميل اربعينك حور ماخلقوا بشر,1,dialectal,positive
عرفتي أنا كتوقع ليا مع اللحية أنا تشوفني بلا لحية و باللحية تقول ماشي نفس الشخص,1,dialectal,neutral
غ البيض اللي تزاد تقريبا كلشي التفاح و البنان عندنا واصل درهم فلوس الدعم راهم يتبرعو بهم الفئة الدنيئة ف روسيا حسبنا الله فيهم,1,dialectal,negative
ماشي ف كل مرة تسلم الجرة,1,dialectal,neutral
سلمت يديك وتفكيرك حفظك الله ورعاك,0,standard,positive
مول النية يربح بركة عليك هذا اوصافي,1,dialectal,positive
تدعون للدين وتنشرون الأكاذيب,0,standard,negative
فكرة رائعة,0,standard,positive
سبحان الله وبحمده سبحان الله العظيم,0,standard,positive
الله يفرحكم بوليداتكم,1,dialectal,positive
اللهم ارنا فيهم عجيب صنعك فانهم اذلو الشعوب,0,standard,negative
تؤدي الى هذه الكارثة,0,standard,negative
امين كلامك صحيح اختي لان الاهتمام يوطد العلاقة كيف ما كانت,0,standard,positive
الكل يرغب و يدعوا للاصلاح لكن لا أحد قام بالخطوة,0,standard,negative
غير تنضحك,1,dialectal,positive
أي شيء يجعلك تبتسم أحتفظ به سرا,0,standard,positive
الله يكبر بيك شكرا,1,dialectal,positive
بصح تماما,1,dialectal,positive
ناس حالفها الحظ و ناس الحظ حالف عليها,0,standard,mixed
الا ياليل غيابه طالت ايامه علينا,0,standard,negative
مركز حقوقي أمن حماس يعتقل فلسطينيين بغزة,0,standard,neutral
مشروع بعيد المنال وفاتوراه مكلفة,0,standard,negative
قريب ان شاء الله,0,standard,positive
ساكن عيوني وهو ابعد الناس عنها,0,standard,positive
إنها فاجعة أليمة العثور على جثة الشاب ولد برو تغمده الله برحمته وأسكنه فسيح جناته وهي متفحمة,0,standard,mixed
اللهم بشرني بفرحه تسر خاطري للأبد,0,standard,positive
نزيدها فالقائمة,1,dialectal,neutral
نحن نفتخر بإسم الإسلام,0,standard,positive
جعلنا الله من اهلها غاليتي,0,standard,positive
عايشة حالة حزن,1,dialectal,negative
وكأنها إعلامية محترفة كاريزما وحضور وثقافة وحركات وضحكات تجبدك تخليك ماتشبع منها,0,standard,positive
فكرة زوينة,1,dialectal,positive
نعم القرار سيدي لكن صدقني ستحتاج إلى الكثير من الصبر عن تجربه أتحدث,0,standard,mixed
القصة الكاملة لوفاة عامل نظافة,0,standard,neutral
كان من الجيد أن أجازف وأقترب لأني لو لم أفعل كنت سأظل أعتقد بأن شيئا جميلا قد فاتني,0,standard,positive
جامعات مغربية تتسلق بخطى حثيثة سلم مؤشرات دولية,0,standard,neutral
اتفق معك لهذا نجد ان العلاقات اصبحت عابرة و لا تدوم طويلا,0,standard,negative
إما أنني أصبحت غريب أو أن العالم هو ما بات غريبا,0,standard,negative
يا نفس لا تتكبري سيأتي يوم لربك ترحلي,0,standard,neutral
اشاوا هادشي كاتقول,1,dialectal,neutral
المباراة ودية نعم ولكن داخل أيام الفيفا,0,standard,positive
آميين,0,standard,neutral
كلام جميل,0,standard,positive
الاماني في رجاء الله ماتخيب,0,standard,positive
داكشي لي كاين سنة سعيدة باشما تمنيتي,1,dialectal,positive
ياربي نجيبو كوب دافريك,1,dialectal,positive
سبحان الله الايام ستبين لنا من الاجدر باللقب حتى ذلك الحين تقبلي تحياتي,0,standard,positive
لن تكون هناك إسرائيل في الوجود نهايتكم باتت وشيكة,0,standard,negative
اللهجة سبحان الله بحال بحال رغم بعض الكلمات اللي موجودة حتى ف اللهجة ديالنا نلقاو بعض الكلمات اللي فيها صعوبات رغم ذلك فرقونا و شتتونا و جعلونا نكرهو بعضنا البعض,1,dialectal,negative
عاجل بالفيديو أردوغان يعلن لأول مرة عالهواء إسم الق ات ل الحقيقي لجمال خاشقجي,0,standard,neutral
الله يرضى عليك,1,dialectal,positive
تمتع و شوف اخواتك الحلوات,1,dialectal,positive
قمة الجهل لا حول ولا قوة إلا بالله,0,standard,negative
كوريا الشمالية تدرس إنهاء الحوار مع أمريكا,0,standard,neutral
عندما تسلبي ارادتك فلست حرة أبدا,0,standard,negative
جيت للدار لقيت الواليدة موجدة ليا بريكولات بنتي ديك مولينيكس ماعرت مالها بنتي ديك التلفازة لي ف الصالون شوفيها ليا شحال هدا مابقيت درت شي حاجة توحشت البريكولاج,1,dialectal,neutral
شكرا لكم وعلى انجازكم شرفتوني,0,standard,positive
امين برضى الله و نوره و عونه,0,standard,positive
السعودية حشدت الأصوات لصالح الملف الثلاثي الامريكي وضغطت للتصويت ضد الملف المغربي وصرح تركي آل بذلك علنا واحتفل الشعب السعودي بخسارة المغرب التنظيم كل هذه اسباب كافية,0,standard,negative
حبابي الناس الزوينين بغيت نعرف كل واحد فيكم من إنا مدينة فكومنطير,1,dialectal,positive
اللهم أبسط علينا من بركاتك ورحمتك وفضلك ورزقك,0,standard,positive
حقيقة الحرب على الارهاب الاسلام,0,standard,negative
نفس الشيء لن يتغير شيء أبدا,0,standard,neutral
هذه مواقف الرجال,0,standard,positive
الاتحاد الآسيوي ينهي احتكار بي إن سبورت,0,standard,neutral
هاد ساعة طيرتيني بضحك وتدوم ضحكتك,1,dialectal,positive
وإن عصفت بك الحياة يوما فاحرص على أن لا تظهر انكسارك أمامهم,0,standard,neutral
نت درت علاش تاخد العقوبة و انا مالي,1,dialectal,neutral
الهواية المفضلة للأطفال,0,standard,positive
حشومة حتى من الموت دارو منها فرجة,1,dialectal,negative
نعم أتفق معاك,0,standard,positive
الله يخزيهم,0,standard,negative
حسبي الله ونعم الوكيل همهم غير الفلوس وومسوقينش لبنادم,1,dialectal,negative
مرورك وتشجيعك اغلى من الذهب شكرا,0,standard,positive
شكرا ليكم كاااملين على الدعم ديالكم أحبكم وسأظل أحبكم خليكم فجنبي يا أغلى الناس دخلو شوفو آخر أعمالي هنايا وتابعوني باش يوصلكم الجديد,1,dialectal,positive
من عندي أنا غا توصل إن شاء الله,1,dialectal,positive
كلشي فرح ملي خرجو حيت عصبونا فالماتش مع المغرب,1,dialectal,mixed
التحالف العربي والقوات اليمنية فخر الامم العربية,0,standard,positive
انا تنفطر بكري مورا الفجر وبالتالي أستفيد من التغدية الصحية,1,dialectal,positive
ما يحس بقيمة الغالي إلا فاقده,0,standard,negative
الله يجيب لي يفهمنا,1,dialectal,positive
اللهم امين الله يحفطك امامنا,0,standard,positive
الضحك اللي تدار على السعودية غادي نهجروه غدا,1,dialectal,negative
التقارير ديال والو,1,dialectal,negative
ياربي السلامة,0,standard,neutral
آفضلهم آداء آقلهم حضا,0,standard,mixed
انتهز كل فرصة لتنظر إلى نفسك فى المرآة أي مرآة كانت حتى لو فى نوافذ سيارة واقفة,0,standard,neutral
الحمد لله على نعمة الاسلام,0,standard,positive
سبب عدم قدرتي على النوم هو الجوع,0,standard,neutral
فرق كبير,0,standard,neutral
شيئ مؤكد انك تافه,0,standard,negative
كن جميلا مع الكل,0,standard,positive
هل يرمم تغيير جلد الحكومة الجزائرية علاقات الجوار مع المغرب,0,standard,neutral
أحسن تقرير شفتوا على الأزمة التركية,1,dialectal,positive
معك حق اما حنا تشتتنا حتى ما بقا فينا ما يصلح,1,dialectal,negative
و في السماء رزقكم لكن واحد الظاهرة ولات عندنا بزاف وهي التسول اينما حليت و ارتحلت الا وتجدهم,1,dialectal,neutral
افشل ادارة على الاطلاق بصح نيت خاص ثورة ف حقهم ملي المقدم يرد راسو هو رئيس الدائرة اش تسنى فيه من خير مازال الادارة ف البلاد قاتلاها الرشوة الا من رحم ربي,1,dialectal,negative
بناتي كيحماقو عليهم علاش الله أعلم,1,dialectal,positive
صباح النور مسجد الحسن الثاني الدار البيضاء,1,dialectal,positive
انا كذلك افضل اخلاقي اتعامل بها لانها ارقى من اخلاق البعض,0,standard,positive
الله يحفظك يا ابن الاصول,0,standard,positive
حتى انا منقدرش,1,dialectal,neutral
المغربية ميزها الله بابتلاء الطعن في شرفها في الدنيا حتى يرفع درجتها في الجنة غذا في محكمة الله ناخد حسناتهم و ياخدون سيئاتنا الحق لا يضيع عند الله تعالى,0,standard,positive
انا بديت الاسبوع لي فات عاد كملت عييت بالتحاليل,1,dialectal,neutral
احترام المسافة القانونية,1,dialectal,neutral
قد تأتيك النعمة لانك ، تمنيتها لغيرك,0,standard,positive
و لا تحسبن الله غافلا عما يعمل الظالمون انما يؤخرهم ليوم تشخص فيه الابصار,0,standard,negative
يوم واحد يفصلنا عن اولى حلقات برنامج المواهب الذي يعرض على قناة,0,standard,neutral
لاعبين الكورة,1,dialectal,positive
يا روعة,0,standard,positive
أسد من أسود الأطلس,0,standard,positive
داكوغ شكرا,1,dialectal,positive
اوا ماتبقاش تشرط بزاف المرا مايعيبها غير جيبها,1,dialectal,neutral
كاين فرق بين العتاب و نكد,0,standard,negative
للأسف أخي لله المشتكى,0,standard,negative
تعيب الناس أنظر الى حالك البئيس,0,standard,negative
ربما لم يكن شيئا مهما بالنسبة لك,0,standard,neutral
بالتاكيد,0,standard,positive
لكن لازم نوقفو لهم ف وجوم و نوقفوهم عند حدهم باش يعرفو باللي حنا هما اصحاب القرار متى ما اردنا ان يقام مهرجان سيقام و متى ما اردنا ان نوقفه سنفعل و بكل جرئة و عزيمة,1,dialectal,positive
أخطاء قاتلة من المنتخب التونسي,0,standard,negative
قناة العهر,0,standard,negative
بالرغم من تطور لايزال جهاز من بين الأدوات المفضلة لدى الموظفين والأكثر شعبية بينهم,0,standard,neutral
اه هادي باينا و زوينة تصوير رائع,1,dialectal,positive
فالواقع البطولة اللي كتعكس المستوى الحقيقي للكرة الأفريقية هي الشأن و ما يتلج القلب هو اننا الاحسن افريقيا,1,dialectal,positive
سلاما على من اعتزل الاخرين حين تقلب مزاجه,0,standard,mixed
ايران تتكلم عن الجرائم وهي بلد الجرائم كلها,0,standard,negative
في طريقي إلى مدينة أكادير أكاديريين واش كاينين,1,dialectal,neutral
ملتقى الشباب والنساء يحتضن الفجيرة في طنجة,0,standard,neutral
روعة تبارك الله,0,standard,positive
الله يسر الأمور أخي,0,standard,positive
احب الوقت اللي يجيب لي صوتك,1,dialectal,positive
إذا كان لديك مثل هذا الخائن الكبير في البلد ماعليك إلا أن ترحل,0,standard,negative
اكادير مابقا فيها مايتشاف,1,dialectal,negative
أحاكيك بالرضا وأنا بالعتب مليان,0,standard,mixed
عمل فني رائع نحت على جذع شجرة,0,standard,positive
ممكن نعرف علاش,1,dialectal,neutral
حالي لما اكون سعيد,0,standard,positive
في مراحل متقدمة من اجل عقد صفقة من العيار الثقيل,0,standard,positive
فرحتلك يا حبيبتشي ربنا يتمم بيخير,1,dialectal,positive
اش هاد الفضيحة هادي,1,dialectal,negative
مع كل مشكل جديد لايكون العالم هو نفسهولاتكون أنت الشخص نفسه,0,standard,neutral
للأسف شبابنا تائه وسط الملاهي مع غياب رقابة الوالدين,0,standard,negative
هده الطريقة التي تنهجها فاشلة أخي,0,standard,negative
ياصديقتي كل عام وانتي بخير ويارب ايديم ايامك افراح,0,standard,positive
الفقير من اصدق العشاق ، لانه لا يوجد ما يقدمه من الاغراءات سوى قلبه,0,standard,positive
ناري تعصبات,1,dialectal,negative
بدون تعليق,0,standard,neutral
فاش كيمشي النعاس كنتكا وكنفكر في المستقبل كنبغيكم بزاف,1,dialectal,neutral
ميسي رونالدو قدم أداء رائعا أمام أتلتيكو مدريد,0,standard,positive
قال تعالى في الحديث القدسي كل عمل ابن آدم له الصوم فهو لي و أجزي به الا يكفيك هذا الكلام للعلم راني ما باغي لابريم لا تا وزة,1,dialectal,neutral
عيد مبارك أخوي محمد تقبل الله منا ومنك,0,standard,positive
عادي جدا و سيقول سلمان نعم سيدي سمعا و طاعة,0,standard,positive
علم الله فين لاحو النص الفوقاني ديال المغرب,1,dialectal,neutral
لكل انسان نقطة تحول الى الامام او الى الوراء,0,standard,neutral
لهذه الدرجه متخلفين في الوطن العربي,0,standard,negative
عارفين,1,dialectal,neutral
هدا هو الجواب الصحيح,0,standard,positive
مريض ومختل وكلامك اصبح متكرر,0,standard,negative
راه هذا من التفاهة,1,dialectal,negative
نعمة الله ما تدوم إلا على عبد حمدها,0,standard,neutral
سياستكم فاشله,0,standard,negative
الفكرة اكثر من روووعة ولكن للأسف لازلنا بعديين لتطبيقها لأن مفهوم الملك العام غائب عندنا فكرة نستافد واحافظ على هذ الشئ ثم أترك الغير يستفيد,0,standard,mixed
أعزكم الله و بارك فيكم,0,standard,positive
لا اعرفك ولا تعرفيني وجدت تغريدتك بالصدفة ووجدت فيها نفسي كلام يشبهني كثيرا لكن يمكن الفرق الي بيني وبينك انه انا مازلت متشبثة ببعض الامل انتظر ربما قد يحدث شيئ ويغير كل شيئ لا تدري لعل الله يحدث بعد ذلك أمرا,0,standard,neutral
كانوا معايا هاد الصباح في البرنامج الأسبوعي مع على,1,dialectal,neutral
لا حياة لمن تنادي,0,standard,negative
اذا توفر الادب و الاخلاق سهلت الحياة,0,standard,positive
حملة في بيوكرى تستهدف تحرير أملاك عمومية,0,standard,neutral
على سلامتك ان شاء الله خير تفاءلوا خيرا تجدوه,1,dialectal,positive
مبدع كالعادة أخي,0,standard,positive
شكرا شكرا انه لمن دواعي سروري أن احظى بتهنئة خاصة منك ارجو لك أيضأ سنة سعيدة كلها افراح ومسرات,0,standard,positive
حياك الله الله يحفظك,0,standard,positive
السؤال هل يستحق هذا العناء قصدي هذا التاريخ هلي يستحق ان يوثق,0,standard,neutral
حياكي الله واسعد حياتكي وادام لي وجودكي الطيب الجميل,1,dialectal,positive
جماليات مغربية التوقيع,0,standard,positive
ضعف الشخصية هو السبب,0,standard,negative
أمريكا تشيد بإعادة المغرب لمقاتلين في داعش,0,standard,neutral
اللهم صل وسلم وبارك على نبينا محمد عدد ماذكره الذاكرون اللهم صل وسلم وبارك على نبينا محمد عدد ماغفل عنه الغافلون,0,standard,neutral
حاكم دبي يكرمني شخصيا بجائزة رواد التواصل الإجتماعي,0,standard,positive
ماشاء الله تبارك ربي ما اعظمك,0,standard,positive
رشاوى قطرية ب مليون دولار لتنظيم المونديال,0,standard,neutral
سيري على قد جهدك تلقائي بزاف تاع الناس عندهم نفس الدخل و عايشين به مسألة حسن تدبير أو تبذير,1,dialectal,positive
على رآسي ورموش عيني,1,dialectal,positive
لو اجتمع غضب الانس والجن على دولة ما فعل بها من كوارث وجرائم وحوادث مثلما يفعل الانقلاب بمصر شياطين شياطين,0,standard,negative
لن يستطيع العلم اختراع مهدئ للأعصاب أفضل من الكلمة تقال في اللحظة المناسبة,0,standard,negative
موتو بالسم موتو بالسم يا لمسمومين,0,standard,positive
و الله مكنعرفها,1,dialectal,neutral
فاشل في الدراسة و مطرود من المدرسة يضرب مربي و مكون الاجيال,0,standard,negative
كلام عادي,0,standard,neutral
آمين,0,standard,positive
فريق يد بيد مباردة شبابية لخدمه المجتمع لعمل دورات تعليمية ، ثقافيه ، اجتماعية و صحيه ولمساعدة اخواننا من هم لحاجه المساعدة للاستفاده من ورش العمل والدورات او الانضمام نرجو متابعتنا,0,standard,positive
بادو الزاكي الأقرب لتدريب الدفاع الحسني الجديدي,0,standard,neutral
قمة النفاق و الكذب,0,standard,negative
كاين شي عيد اليوم,1,dialectal,neutral
كل المشاعر هينه الا شعور الاحتياج,0,standard,negative
حكينا و قلنا الصالح و الطالح في كل مكان بالارض و ليس هناك مدينة فاضلة بالعالم,0,standard,neutral
اللهم انتقم من القتلة الإرهابيين,0,standard,negative
أيام الشباب,0,standard,neutral
بشفاء العاجل ان شاءالله,1,dialectal,positive
اللهم اجعل أمي سعيدة الدارين قريرة العينين لا تشكي هما ولا حزنا ولا مرض,0,standard,positive
في الدول المتخلفة يقتل الآلاف و تحرق جثثهم,0,standard,negative
و حفظك الله ورعاك,0,standard,positive
لن تعود الأيام ، افعل ما يسعدك,0,standard,positive
طنجة الجميلة زمان,0,standard,positive
عيونها أجمل من السماء بنجومها,0,standard,positive
و ما هو الفرق يا حضرة الزعيم,0,standard,neutral
و من يتمتع بقلب كبير مثلي انا مثلا,0,standard,positive
اتاي قالو مامزيانش للصحة,1,dialectal,neutral
هيبه حضورك خلات الكل يبغيك,1,dialectal,positive
وا فرحتاه,0,standard,positive
الله يبارك و يجزيك بخير,0,standard,positive
مشاكل كبيرة أمر بها,0,standard,negative
و الله الى ما بقا ما يعجب كلشي القنوات المغربية مع الاسف,1,dialectal,negative
لا حول و لا قوة الا بالله العلي العظيم فين وصلونا,1,dialectal,negative
لم أهمل أحدا في حياتي من سقط مني لم يكن متمسكا بي جيدا,0,standard,neutral
الله يعطيك ما تمنيتي ف خاطرك,1,dialectal,positive
والله قلوبنا معكم,0,standard,positive
للأسف مجتمعاتنا تعيش في القرون الوسطى نحن من زمن آخر,0,standard,negative
هزلت لم يظلمكم هتلر يوم أحرق جلدة ابيكم عن بكرة جدكم يا ابن القردة,0,standard,negative
فيك الخير اختنا حفصة,0,standard,positive
عشرات القتلى والجرحى في هجومين على مسجدين في نيوزيلندا,0,standard,negative
كلنا في انتضار الاميرة,0,standard,neutral
مارسوا تجاربكم على كل شيء إلا مشاعر الآخرين فهي محرمة,0,standard,neutral
اللاعب مستمر مع ناديه لم يفسخ عقده,0,standard,neutral
نعم قل له قليلي الحياء و الأدب و منعدمي الاحترام والرقي مصيرهم المزابل مع احترامي لشخصك,0,standard,mixed
مرشدون يطلبون التسوية,0,standard,neutral
عاود اللقطة و شوف,1,dialectal,neutral
العفو خويا انا ما قلتش العكس,1,dialectal,positive
قال الشيخ ابن عثيمين رحمه الله من آداب الدعاء أن يلح الإنسان في الدعاء ويكرر,0,standard,positive
المشكلة انك متخلف بعقل حمار,0,standard,negative
الله يسعدك يا غالي,0,standard,positive
انا أعيش ايام صعبة أيضا لست وحدك,0,standard,negative
لقد كنت أنتظر كل الوقت,0,standard,neutral
فيديو قديم قبل مايولي رئيس فرنسا,1,dialectal,neutral
ارادة الشعب اللي خلاتو يهدر,1,dialectal,positive
مخزني يكوي طفلا شهور ووالد الضحية يتنازل لفائدة المتهم,0,standard,negative
و تويتر دمر دمرت,0,standard,negative
سيرو الله يصلح لكم التريكة,1,dialectal,positive
الله لا يوفق الي كان السبب و الله حرام,0,standard,negative
ما على حسنك ملام ولا على عيني عتب,0,standard,positive
حتى انا قلت اللي يجول في خاطري و نتمنى ما يكون شي سوء فهم,1,dialectal,neutral
نفاق,0,standard,negative
مهزلة,0,standard,negative
أحلى نصيب إنكتب لي لما القدر جابك,0,standard,positive
و بئس الميعاد,0,standard,negative
مبادرة جيدة نتمنى ان يدوم التواصل بين المديرية و المواطنين,0,standard,positive
اوديييي محضرتوش ليا فاش كنت قدو,1,dialectal,neutral
كنت اخاف عليك من الوجع لكنك اوجعتني,0,standard,mixed
للاسف كاين بعض الناس بغاو يديرو الشوهة للبلاد من داخل المغرب وخارجها وعندهم اطماع مشؤومة والبعض كيشدو الفضول باش يشوف الفيديو لي مافيه مايتشاف,1,dialectal,negative
أنت تزهرين كل مكان تمرين به، أنت جميلة جدا,0,standard,positive
كل واحد فينا فهاد الدنيا بلاصتو فاللخر هنايا كنتمنا من الناس لي كيظنو انهم غادي يديو معاهم,1,dialectal,neutral
معلش خيرها في غيرها,1,dialectal,neutral
افتح الخاص بارك الله فيك,0,standard,positive
عايش ولكن فيك ميت,0,standard,mixed
العفو صديقي,0,standard,positive
أحبك سماء ، والسماء بحق حبك قليل,0,standard,positive
لا تهمل شيئا لاتريد أن تراه بيد غيرك,0,standard,neutral
التعدد حلال,0,standard,neutral
سيري انا داعية ليك برضا للي رضت بيه السما على الارض,1,dialectal,positive
ختك انا احبيبة,1,dialectal,positive
تجاوز وسامح,0,standard,positive
انا معاكم تالموت,1,dialectal,positive
انا أيضا لا اختلف معك كون اللغة الفرنسية لها قيمة ادبية و فكرية مثل كل اللغات الحية رأيي هو اننا نعطي قيمة للغة الفرنسية اكثر من حجمها احترامي سي عبد الالاه,0,standard,neutral
إذا كان راتبك يكفيك لتأكل وتنام فقط فهذا ليس عملا ، في الماضي كانوا يلقبونه بالعبودية,0,standard,negative
هكدا يتكلم أشباه الوزراء في المغرب,0,standard,negative
مايحزفي النفس هومانسمعه من كلام ساقط في بعض اسواقنا وشوارعنا,0,standard,negative
الله يخفف ما نزل و يصبركم,1,dialectal,positive
رحلة الحفاظ على الوزن,0,standard,neutral
حتى هادي زوينة,1,dialectal,positive
كانگولها من زمااان حق الله العظيم,1,dialectal,positive
دائما الخير فيما اختاره الله,0,standard,positive
يمكن ان اصعبهم هو المتواطئ و المشارك ف الجرم لهذا قلت من كذا مرة باننا بحاجة لجيل ثائر فكريا و اقول فكريا كي لا يقول احد انظر ماذا فعلت الثورة بالبلدان العربية نحن عندنا مشكلة فكر,0,standard,negative
الإكتفاء بشخص واحد لذة,0,standard,positive
مكفوفون يقتحمون وزارة الحقاوي ويهددون بتنفيذ انتحار جماعي,0,standard,negative
لم أكن أعتقد أن هذه الأغنية ستعنيلي شيئا يوما ما,0,standard,neutral
تعدد الجهل و الموت واحد,0,standard,negative
تبرد قهوتك إذا غفلت عنها، فما بالك بمن تحب,0,standard,negative
كثر الله امثالك,0,standard,positive
بلا عندهم هؤلاء الموصوفون باشباه الرجال المخنثين المكبوتين,1,dialectal,negative
أنت مليتي عيوني و أنا فيك أكتفيت,0,standard,mixed
الله يصلح الحال هذا اللي كان وراء هاد التغييرات الله يهديه و صافي,1,dialectal,positive
البركة فراسكم الله يرحمها يارب,1,dialectal,positive
تجاهل التغريدة هو الحل,0,standard,neutral
الأروع ان يأسرك حسن تعامله وخوفه عليك في تلك اللحظة سيطيب لك القيد الروحي وتكتفي بسجن من ورود شكرا لمرورك,0,standard,positive
تتشابه الناس وانت مالك شبيه كل الجمال المسمى منك يتفرع,0,standard,positive
صورة توضح بشاعة ما وصلنا اليه اخلاقيا رجل في مكانته لم يشفع له تاريخه كي يعامل معاملة كريمة زمن يصدق فيها الخائن و يكذب الصادق,0,standard,negative
هل أقدر اجد متعايش مغربي يريد زواج,0,standard,neutral
عما قريب في المغرب,0,standard,neutral
اوا الله يرد بينا هدا ما كان,1,dialectal,positive
مرحبا به عند كيفما كان الحال غ يكون احسن من دو سانتوس,0,standard,positive
الشرطة الاسبانية تدخل الى مسجد مغربي وكما تظهر الصورة فعناصر الشرطة دخلو باقدام حافية للتعرف على المعتكفين وبعدها استدعاهم الامام لجلسة شاي واخذ صورة معهم ينصر الله الدول الكافرة ان كانت عادلة ولا ينصر الدولة المسلمة ان كانت ظالمة,0,standard,neutral
انهم اهل الكاريكاتور و لك في جرائدنا خير مثال,0,standard,neutral
ماأقبح الأول وما أجمل الثاني فإن صادفته في حياتك فتمسك به أخي,0,standard,mixed
بالتوفيق,0,standard,positive
رونو كيخلصوا للعاملين درهم وبغاو يتحكمو في شعب بأكملو,1,dialectal,negative
انتظر الاجابات,0,standard,neutral
ترقبوا حلقة جديدة من برنامج هذا المساء ابتداء من الساعة على قناتكم ميدي تيفي,0,standard,neutral
ابدعت اناملك الذهبية,0,standard,positive
ارتفاع في أرباح مجموعة موانئ دبي العالمية,0,standard,neutral
اااه وهو كذلك مشكورة علي المعلومة,0,standard,positive
يا ربي آمين و حتى أنا معاك,1,dialectal,positive
حظ سعيد للمنتخب العربي القطري الحر,0,standard,positive
الله يخلي لنيا العونيات,1,dialectal,positive
حمى الاعتقال فاقت الواقع والخيال,0,standard,negative
الحزن دايم والفرح بس لحظات,1,dialectal,mixed
ما قويت اختار غيره واعشقه رجعت احبه في غيابه من جديد,0,standard,positive
الله على اخلاقهم فخر العرب,0,standard,positive
الله يعطيك الصحة والعافية,0,standard,positive
لا ذكرتك اشتعل فيني الحنين,1,dialectal,positive
ربي يحفضك ويسعد ايامك ويطول عمر والديك يا رب,0,standard,positive
أمضينا وقتا طويلا في الحديث حول هذا الموضوع,0,standard,neutral
الإنسان يفكر بكل أعضائه لا بدماغه,0,standard,neutral
لم نخلق لنرضي الخلق,0,standard,neutral
كيفاش,1,dialectal,neutral
دمتم على خير,0,standard,positive
وجوه الخير باركو ليا وليت عم,1,dialectal,positive
مقاطعون و على العهد باقون,0,standard,positive
خافوا من الله في الناس,0,standard,positive
مكتب التسيير فاسد يديره مجموعة خونة,0,standard,negative
المغرب يحتاج لاناس واقعيين,0,standard,neutral
